LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 18,Date Last HAB listing 18,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2011?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,Sampled 2018?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,,
253,Canandaigua Lake,"Ontario, Yates","Gorham, Canandaigua, Middlesex, Italy, South Bristol",10528,4260,119040,48173,11.3,273.9,83.5,127.3,38.8,no,,2017-2018,42.77811994,-77.30729738,AA(TS),D,yes,Canandaigua Yacht Club; Kershaw Park beach; Deep Run Beach; Letourneau Christian Camp; Onanda Park; West Lake Road Butler Beach; Vine Valley Campground; Vine Valley Park,,"Eurasian Watermilfoil, Curly Leafed Pondweed, Water Chestnut","Fishhook Waterflea, Chinese Mystery Snail, Asian Clam, Common Carp, Quagga Mussel, Zebra Mussel, Scud",0,,"2015, 2016, 2017",yes,Threatened,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,15-Sep,6-Oct,4,4,4,1,4,0,0,0,,Canandaigua Lake Association,,,,,,,,,,,,,,,,,,,,,,,,,
,Carterville Pond,Oswego,Williamstown?,58,23,6051,2449,105.1,4.9,1.5,,,no,,2012,43.338749,-75.893313,C(T),A,no,Carterville Acres Family Campground,,none reported,none reported,1.0,Panther Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Seneca/Oneida/Oswego Rivers,,Central NY,LCI,no,0,0,0,0,LCI,no,,,,,,,,,,,
,Case Lake,Cattaraugus,Franklinville,218,88,11935,4830,54.7,27.2,8.3,,3.8,yes,,2012,42.32543,-78.4412,,C,no,,,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,NA,Impaired,Stressed,Good,Fair,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Allegheny River,western NY,western ny,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
182,Cayuga Lake,"Cayuga, Tompkins, Seneca","Montezuma, Aurelius, Springport, Ledyard, Genoa, Lansing, Ithaca, Ulysses, Covert, Ovid, Romulus, Varick, Fayette, Seneca Falls",42814,17326,502375,203300,11.7,434.9,132.6,178.8,54.5,no,9.00,"2002-2007, 2017-2018",42.94627,-76.73534,AA(T),C,yes,Ithaca Yacht Club; Camp Comstock; Camp Barton; Lansing Town Park; Camp Caspar Gregory Beach; Frontenac Park; Harris Park Beach; Wells College Boathouse,none reported,Eurasian watermilfoil; Curly-leafed pondweed; variable leaf watermilfoil,quagga mussels; zebra mussels; common carp; scud; European stream valvata,0,,"2014, 2016",yes,Threatened,Threatened,Impaired,Fully supported,Fair,Fair,Fully supported,21-Jul,27-Oct,10,8,8,3,0,2,0,0,,Cayuga Lake Watershed Network,,,,Seneca/Oneida/Oswego Rivers,,Finger Lakes,CSLAP,no,,2,2,1,CSLAP,no,,,,,9,,,,,,
41,Cazenovia Lake,Madison,Cazenovia,1184,479,5511,2230,4.7,45.9,14.0,23.3,7.1,no,2.60,"1988-2002, 2004-2008, 2011-2014, 2016-2018",42.94820,-75.87200,A,A,yes,Willow Bank Yacht Club; Lakeland Park Beach,none reported,Eurasian watermilfoil; starry stonewort; Hydrocharis morsus-ranae; Curly leafed pondweed,zebra mussels,0,,"2012, 2013, 2014, 2015",yes,Fully supported,Stressed,Stressed,Fully supported,Fair,Poor,Fully supported,NA,NA,0,0,0,1,2,3,3,3,mechanical,Cazenovia Lake Association,yes,"Margot Giblin, Theresa Park, Barbara Settel",Central,Seneca/Oneida/Oswego Rivers,Finger Lakes,Central NY,CSLAP,no,4,4,2,3,CSLAP,yes,,,,,1,,,,,,
,Center Pond,Hamilton?,,14,6,243,98,17.7,0.0,,,,yes,,2017,43.7425003,-74.2148972,N,n/a,no,,,none reported,none reported,,,,,,,,,,,,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central Bridge Reservoir- Lower,Schoharie,Howes Cave,109,44,54,22,0.5,15.4,4.7,,,no,,2016,42.7115789,-74.360168,A,B,yes,,,Curly-leafed pondweed,none reported,12.9,Duane Lake,2016,no,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,2,0,0,0,0,,,yes,"June: David Kelley, CB; July: Scott Kishbaugh, CB; August: David Neuman, CB",,Mohawk River,,Mohawk,LCI,yes,,1,1,0,LCI,no,,,,,,,,,,,
,Central Bridge Reservoir- Upper,Schoharie,Howes Cave,218,88,755,306,3.5,10.5,3.2,,,no,,2016,42.7156466,-74.3661547,A,B,yes,,,Eurasian watermilfoil; Curly-leafed pondweed; water chestnut,none reported,13.1,Duane Lake,2016,no,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,2,0,0,0,0,,,yes,"June: David Kelley, CB; July: Scott Kishbaugh, CB; August: David Neuman, CB; September: David Neuman, LC",,Mohawk River,,Mohawk,LCI,yes,,1,1,0,LCI,no,,,,,,,,,,,
,Chadwick Lake,Orange,Newburgh,211,85,,,,28.2,8.6,,,no,,2018,41.5652008,-74.0688019,A,,yes,,,,,,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Chase Lake,Lewis,Watson,134,54,3726,1508,27.7,,,16.7,5.1,no,0.23,"1990-1995, 1997",43.75856,-75.30563,A,A,yes,,none reported,none reported,none reported,11.5,Effley Falls Lake,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Black River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
33,Chautauqua Lake,Chautauqua,"Chautauqua, Ellery",13427,5434,115400,46700,8.6,43.6,13.3,25.6,7.8,no,2.10,"1987-1995, 1997-2017",42.12327,-79.36388,A,,yes,"Mayville Lakeside Park Beach; Camp Merz Beach; Camp Onyahsa Children's Camp; University Beach; Children's Beach; College Club Pier Beach; Heinz Beach; Yerkey's Cottages; Viking Lake Park Beach; Camp Mission Meadows; We Wan Chu Cottages; Boys Jim Club of America, Inc.; Boys & Girls Children's Camp - Chautauqua Institute; Lake Chautauqua Lutheran Center; Lakewood Village Beach; Camp Onyasha TR",none reported,Eurasian watermilfoil; Curly-leafed pondweed; water chestnut; brittle naiad,zebra mussels; Asian clam; common carp; goldfish; Allegheny crayfish,0,,"2012, 2013, 2014, 2015, 2016, 2017",yes,Impaired,Impaired,Impaired,Stressed,Fair,Fair,Unassessed,25-Jun,27-Oct,18,15,15,12,8,11,11,9,mechanical,Chautauqua Lake Association ,yes,"Jane Conroe, Doug Conroe",Western,Allegheny River,western NY,western NY,CSLAP,no,,6,2,3,CSLAP,yes,,,,,6.5,,,,,,
33.2,Chautauqua Lake-South,Chautauqua,"North Harmony, Ellery, Busti, Ellicott",13164,5327,115840,46878,8.8,24.9,7.6,11.2,3.4,no,,1998-2017,42.11204,-79.27010,,,no,"Mayville Lakeside Park Beach; Camp Merz Beach; Camp Onyahsa Children's Camp; University Beach; Children's Beach; College Club Pier Beach; Heinz Beach; Yerkey's Cottages; Viking Lake Park Beach; Camp Mission Meadows; We Wan Chu Cottages; Boys Jim Club of America, Inc.; Boys & Girls Children's Camp - Chautauqua Institute; Lake Chautauqua Lutheran Center; Lakewood Village Beach; Camp Onyasha TR",none reported,Eurasian watermilfoil; Curly-leafed pondweed; water chestnut; brittle naiad,zebra mussels; Asian clam; common carp; goldfish; Allegheny crayfish,0,,"2012, 2013, 2014, 2015, 2016, 2017",yes,Impaired,Impaired,Impaired,Stressed,Fair,Fair,Unassessed,25-Jun,27-Oct,18,15,15,12,8,11,11,9,mechanical,Chautauqua Lake Association ,yes,Jeff Moore,Western,Allegheny River,western NY,western NY,CSLAP,no,,6,2,3,CSLAP,yes,,,,,4,,,,,,
,Chazy Lake,Clinton,Dannemora,1606,650,14575,5898,9.1,72.0,21.9,33.0,10.1,no,3.00,2014,44.749346,-73.82186,AA(T),C,yes,Chazy Lake Beach,,Eurasian watermilfoil,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Lake Champlain,eastern Adk,eastern Adk,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
168,Chenango Lake,Chenango,New Berlin,122,49,446,180,3.7,30.2,9.2,14.2,4.3,no,2.41,"2000-2010, 2012-2018",42.58260,-75.44120,A,A,yes,,none reported,Eurasian watermilfoil,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,1,0,,Chenango Lake Property Owners Association ,yes,"Brian Brennan, Colin Fraser",Central,Susquehanna River,west central,Central NY,CSLAP,no,5,1,1,0,CSLAP,no,,,,,,,,,,,
226,China Pond,Putnam,Kent,45,18,300,121,6.7,52.5,16.0,23.1,7.1,no,1.75,"2011-2014, 2016-2018",41.44190,-73.74350,B,A,no,Sedgewood Club,none reported,none reported,none reported,2.0,Lake Tibet,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,29-Sep,29-Sep,1,1,1,0,0,0,0,0,,China-Barrett Homeowners Association,yes,David Africk,Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Chodikee Lake,Ulster,Lloyd,62,25,,,,14.8,4.5,,,,,2018,41.7720,-73.9839,,,,,,,,,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clear Pond,Essex,North Hudson,224,91,1249,505,5.6,40.4,12.3,,5.7,yes,,,43.99900841,-73.82374105,B(T),,no,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Upper Hudson River,eastern Adk,eastern Adk,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Clymer Pond,Chautauqua,Clymer,14,6,5384,2179,379.1,3.3,1.0,,0.5,yes,,2012,42.013744,-79.625742,,A,no,,,none reported,none reported,8.2,Findley Lake,,,NA,NA,Impaired,Unassessed,Poor,Unknown,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Allegheny River,western NY,western ny,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Coleman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Conesus Lake,Livingston,"Livonia, Conesus, Groveland, Geneseo",3181,1287,26811,10850,8.4,59.0,18.0,37.7,11.5,no,3.30,"1986-1991, 2017-2018",42.77869,-77.71255,AA,A,yes,Long Point Park; Camp Stella Maris; Southern Shores Campground,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels; rudd; common carp,0,,"2014, 2015, 2016",yes,Stressed,Impaired,Impaired,Stressed,Poor,Fair,Fully supported,14-Jul,29-Sep,8,3,3,4,2,4,0,0,,Conesus Lake Association,,,,Genesee River,Finger Lakes,Finger Lakes,CSLAP,no,,3,2,3,CSLAP,yes,,,,,2.5,,,,,,
,Congers Lake,Rockland,Congers,109,44,2738,1108,25.2,4.1,1.3,,,no,,2013,41.143631,-73.939533,B,C,no,,,Eurasian watermilfoil; curly leafed pondweed,none reported,0,,,,NA,Impaired,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,0,1,0,,,yes,,,Raritan/Newark Bay,Mid Atlantic,lower Hudson,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
5,Copake Lake,Columbia,Craryville,416,168,31630,12800,76.0,34.0,10.4,16.0,4.9,no,0.10,"1986-1990, 1997-2000",42.14406,-73.59555,B,B,no,,none reported,Eurasian watermilfoil; water chestnut; Curly-leafed pondweed,rudd,0,,2014,no,NA,Stressed,Impaired,Stressed,Fair,Fair,Fully supported,NA,NA,0,0,0,0,0,3,0,1,,Copake Lake Conservation Society,,,,Lower Hudson River,,Mid Hudson,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
96,Cossayuna Lake,Washington,Argyle,659,267,7562,3060,11.5,24.6,7.5,12.1,3.7,no,0.80,"1992-1996, 1998-1999, 2001-2010, 2012-2018",43.20060,-73.42340,A,A,yes,,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,"2013, 2014",yes,Fully supported,Stressed,Impaired,Stressed,Poor,Poor,Fully supported,13-Oct,27-Oct,3,1,1,0,1,3,5,0,herbicides,Cossayuna Lake Improvement Association ,yes,"Richard Snyder, Lynn Wilbur, Kate Luscombe, Margo Mensing, P Gene Henry, Deborah Hamilton",Central,Upper Hudson River,eastern Adk,Mohawk,CSLAP,no,,2,2,1,CSLAP,yes,,,,,,,,,,,
,Coxsackie Reservoir,Greene,Coxsackie,9,4,,,,27.2,8.3,,,,,2018,42.4067,-73.8779,,,,,,,,,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Craine Lake,Madison,Hamilton,26,10,125,50,4.8,32.8,10.0,12.1,3.7,no,1.56,"1988-1994, 1996-1998, 2000-2001, 2009-2013, 2015-2018",42.76052,-75.55785,C,,no,private beach,none reported,none reported,zebra mussels,0,,"2012, 2013, 2015, 2016, 2017",yes,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,11-Aug,6-Oct,4,3,3,5,3,7,9,7,,Lake Craine Lot Owners Association,yes,"Robert Bond, Paul Harvey",Central,Susquehanna River,west central,Central NY,CSLAP,no,5,5,2,3,CSLAP,yes,,,,,,,,,,,
198,Cranberry Lake,Westchester,Harrison,5,2,8449,3419,1799.5,11.5,3.5,5.4,1.6,no,0.00,2004,41.07226,-73.75768,B,,no,,none reported,none reported,none reported,8.9,Bedford Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Long Island Sound/Atlantic Ocean,NYC LI,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Cranberry Pond,Monroe,Rochester,237,96,887,359,3.7,12.5,3.8,,1.7,yes,,2016,43.3008215,-77.6977158,B ,,no,,,Eurasian watermilfoil; European frogbit; Curly leafed pondweed; flowering rush,,0,,2016,no,NA,Impaired,Impaired,Fully supported,Poor,Fair,Stressed,NA,NA,0,0,0,2,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, BL; August: David Kelley, BL",,Lake Ontario,Ontario,Finger Lakes,LCI,yes,,1,1,0,LCI,no,,,,,,,,,,,
17,Crooked Lake,Onondaga,Tully,115,47,2231,903,19.4,67.6,20.6,16.1,4.9,no,0.40,"1986-1990, 1993-1998, 2009-2013, 2015-2018",42.78590,-76.14940,B,,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Crooked Lake Homeowners Association ,yes,Seth Aldritch,Central,Susquehanna River,west central,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
42,Cross Lake,Cayuga,Meridian,2086,844,13591,5500,6.5,44.9,13.7,25.9,7.9,no,3.00,1988-1991,43.12475,-76.48060,B,,no,Cross Lake Park Campground,none reported,Eurasian watermilfoil; Curly-leafed pondweed,zebra mussels; fishhook waterflea; goldfish; common carp,0,,,,NA,Stressed,Stressed,Stressed,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,Central,Seneca/Oneida/Oswego Rivers,Finger Lakes,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,yes,,,,,,,,,,,
,Crystal Lake,Cattaraugus,Freedom,32,13,453,183,14.1,42.0,12.8,,,no,,2016,42.4639691,-78.3438277,B,,no,Camp Scouthaven,,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Threatened,Threatened,Good,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,"June: David Kelley, Rebecca Gorney; July: David Kelley, DC; September: Scott Kishbaugh, RR",,Lake Erie/Niagara River,western NY,western ny,LCI,yes,,0,0,0,LCI,no,,,,,,,,,,,
123,Crystal Lake,Delaware,Deposit,32,13,188,76,5.8,44.9,13.7,20.3,6.2,no,2.17,1997-2001,41.87283,-75.02706,B(TS),A,no,,none reported,none reported,none reported,10.7,Somerset Lake,,,NA,Stressed,Impaired,Fully supported,Poor,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Delaware River,Mid Atlantic,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Crystal Lake/Sixtown Pond,Jefferson,Adams,173,70,3775,1528,21.9,23.9,7.3,13.8,4.2,no,0.40,2015,43.8285828,-76.1267565,B,D,no,Crystal Lake Campground,,Eurasian watermilfoil; curly-leafed pondweed,none reported,12.1,North Sandy Pond,2016,no,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,2,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, BB; August: David Kelley, BB",,Lake Ontario,Ontario,western Adk,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
23,Cuba Lake,Allegany,Cuba,454,184,16324,6606,35.9,48.9,14.9,17.1,5.2,no,0.33,"1986-1988, 1990-1991, 1998-2018",42.25340,-78.29280,B,C,no,,none reported,Eurasian watermilfoil; Curly-leafed pondweed; brittle naiad,common carp,0,,2015,no,NA,Stressed,Stressed,Threatened,Unassessed,Unassessed,Fully supported,NA,NA,0,0,0,0,1,0,0,0,yes,Cuba Lake District ,yes,"Scott Barrey, Dana Harvey",Western,Allegheny River,western NY,western ny,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
242,Deans Pond,Cortland,Marathon,38,16,556,225,14.5,15.4,4.7,7.2,2.2,no,0.38,2014-2018,42.44770,-76.00340,C,A,no,,none reported,none reported,none reported,6.8,Melody Lake,"2013, 2014, 2015, 2016, 2017",yes,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,9-Jun,22-Sep,11,7,7,12,9,9,13,0,,Deans Pond Association ,yes,David Snutes,Central,Susquehanna River,west central,Central NY,CSLAP,no,,5,2,3,CSLAP,no,,,,,,,,,,,
195,Deer Lake,Broome,Sanford,32,13,560,227,17.4,10.2,3.1,4.8,1.5,no,0.23,"2004-2010, 2014-2015, 2018",42.05981,-75.55360,B,A,no,,none reported,water chestnut,none reported,0,,,,NA,Unassessed,Impaired,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,carp,,yes,,Central,Delaware River,Mid Atlantic,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Deer Pond,Essex,Minerva,50,20,544,220,10.8,,,,,yes,,,43.88300906,-74.26580908,,,no,,,,,,,,,,,,,,,,NA,NA,0,0,0,0,0,0,0,0,,,yes,"August: David Kelley, Rebecca Gorney",,Upper Hudson River,eastern Adk,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Delaware Park Lake,Erie,Buffalo,32,13,16500,6677,513.6,7.9,2.4,,,no,,2016,42.9330658,-78.8704848,B,A,no,,,Curly leafed pondweed,none reported,0,,2016,no,NA,Impaired,Impaired,Fully Supported,Poor,Fair,Impaired,NA,NA,4,0,0,2,0,0,0,0,,,yes,"June: David Kelley, Rebecca Gorney; July: David Kelley, JL; September: Scott Kishbaugh, Molly S",,Lake Erie/Niagara River,western NY,western ny,LCI,yes,,1,1,0,LCI,no,,,,,,,,,,,
80,Delta Reservoir,Oneida,Floyd,2483,1005,94717,38330,38.1,,,22.3,6.8,no,0.21,1991-1993,43.29223,-75.42955,A(T),C,yes,Delta Lake Bible Conference; Delta Lake Bible Conference Children's Camp,none reported,Eurasian watermilfoil,common carp; Allegheny crayfish,0,,,,Fully supported,Fully supported,Impaired,Fully supported,Good,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Mohawk River,,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
40,DeRuyter Reservoir,Madison,DeRuyter,557,225,2498,1011,4.5,52.5,16.0,23.6,7.2,no,3.31,"1988-2010, 2012-2018",42.81070,-75.88860,B,,no,Fabius Recreation Swim Program; Deruyter Recreation Swim Area,none reported,Eurasian watermilfoil,zebra mussels; banded mystery snail,0,,,,NA,Fully supported,Stressed,Fully supported,Good,Fair,Fully supported,15-Sep,6-Oct,4,2,2,0,0,0,0,0,mechanical,Tioughnioga Lake Association or DeRuyter Lake Association,yes,"Jim Adsitt, Kathy Sherlock",Central,Seneca/Oneida/Oswego Rivers,west central,Central NY,CSLAP,no,,0,0,0,CSLAP,yes,,,,,,,,,,,
,Dority Reservoir (Fort Edward Water Supply),Washington,Fort Edward,26,10,22,9,0.9,,,,,yes,,,43.26337613,-73.62706346,C,A,no,,,,,,,,,,,,,,,,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Upper Hudson River,eastern Adk,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Dryden Lake,Tompkins,Dryden,102,41,4241,1716,41.5,,,,,yes,,"2016, 2017",42.46188725,-76.27317346,C,,no,,,Eurasian watermilfoil; curly-leafed pondweed,none reported,0,,"2016, 2017",yes,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,30-Jun,8-Sep,10,4,4,2,0,0,0,0,,,yes,"August: Scott Kishbaugh, MK",,Seneca/Oneida/Oswego Rivers,,Finger Lakes,LCI,no,,2,2,1,LCI,no,,,,,,,,,,,
66,Duane Lake,Schenectady,Duanesburg,32,13,323,131,10.0,16.7,5.1,7.5,2.3,no,0.45,1990-2017,42.74910,-74.11260,B,A,no,,none reported,Curly leafed pondweed,none reported,0,,"2014, 2015",yes,NA,Stressed,Impaired,Stressed,Fair,Fair,Fully supported,22-Sep,6-Oct,3,1,1,0,3,3,0,0,,Duane Lake Association,yes,Ken Pearsall,Central,Lower Hudson River,east central,Mohawk,CSLAP,no,,2,2,1,CSLAP,no,,,,,,,,,,,
44,Duck Lake,Cayuga,Conquest,198,80,570,231,2.9,21.3,6.5,7.5,2.3,no,1.40,"1988, 1990-1992, 1994-1995, 1998, 2004-2010, 2015-2017",43.14690,-76.68980,C,,no,,none reported,Eurasian watermilfoil,zebra mussels; common carp,0,,,,NA,NA,Stressed,Fully supported,Fair,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,herbicides,Duck Lake Association ,yes,"Dan George, George Rondash, Colleen McVeigh",Western,Seneca/Oneida/Oswego Rivers,Finger Lakes,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,yes,,,,,,,,,,,
,Durand Lake,Monroe,Rochester,19,8,176,71,9.2,12.1,3.7,,,no,,2016,43.2331114,-77.5580907,B,,no,,,Curly-leafed pondweed,none reported,1.3,Irondequoit Bay,2016,no,NA,Stressed,Stressed,Fully supported,Poor,Fair,Fully supported,NA,NA,0,0,0,4,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, BL; August: David Kelley, BL",,Lake Ontario,Ontario,Finger Lakes,LCI,yes,,1,1,0,LCI,no,,,,,,,,,,,
15,Eagle Crag Lake,St. Lawrence,Tupper Lake,154,62,891,361,5.8,,,21,6.4,,1.67,"1986-1990, 1998-2005",44.17929,-74.60919,A(T),,yes,,none reported,none reported,none reported,15.0,Upper Saranac Lake-South,,no,Fully supported,Fully supported,Fully supported,Threatened,Good,Good,Fully supported,,,0,0,0,0,0,0,0,0,,Mount Arab Preserve,,,,,,,,no,,,,,,,,,,,,,,,,,
169,Eagle Lake,Essex,Ticonderoga,422,171,2462,997,5.8,42.0,12.8,19,5.8,,1.40,2000-2018,43.88080,-73.58310,B,A,no,,none reported,Eurasian watermilfoil,none reported,0,,,no,NA,Fully supported,Stressed,Fully supported,Good,Fair,Fully supported,,,0,0,0,0,0,0,0,0,,Eagle Lake Property Owners Association,yes,"Rolf Tiedemann, Dianne Tiedemann, Keith Park, Mary-Lloyd Burroughs, Chris Hyde",,,,,,yes,,,,,,,,,,,,,,,,,
215,Eagle Pond,Franklin,Duane,38,16,325,132,8.5,5.6,1.7,1,0.4,,0.08,"2009-2013, 2015-2018",44.66900,-74.27380,C,,no,,none reported,none reported,none reported,0.8,Horseshoe Pond,2016,yes,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,,,,,4,2,0,0,0,1,,Eagle Pond Association,yes,*,,,,,,yes,,,,,,,,,,,,,,,,,
,East Bay,Wayne,Wolcott,160,65,16652,6739,103.9,9.5,2.9,,1.3,,,2016,43.2907014,-76.8909073,,,no,,,Eurasian watermilfoil; variable watermilfoil; curly-leafed pondweed; water chestnut,Allegheny crayfish,0,,,no,NA,Fully supported,Fully supported,Fully supported,Good,Fair,Stressed,,,,,0,0,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Neuman, Rebecca Gorney; August: David, Emily; September: David Neuman, Rebecca Gorney",,,,,,no,,,,,,,,,,,,,,,,,
67,East Caroga Lake,Fulton,Caroga,346,140,741,300,2.1,48.0,14.0,13,3.9,,1.40,"1990-1995, 2000-2010, 2012-2018",43.12780,-74.48000,B,B ,no,,none reported,Eurasian watermilfoil,none reported,0,,,no,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,,,,,0,0,1,1,0,0,,East Caroga Lake Protective Association,yes,"Marc Platt, Gail Girvin",,,,,,yes,,,,,,,,,,,,,,,,,
,Eastman Lake,Monroe,Rochester,19,8,1067,432,55.4,,,,,yes,,2016,43.2340416,-77.5613952,B,,no,,,Eurasian watermilfoil; curly-leafed pondweed,none reported,1.5,Irondequoit Bay,,no,NA,Stressed,Stressed,Fully supported,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, BL; August: David Kelley, BL",,Lake Ontario,Ontario,Finger Lakes,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
