OBJECTID_1,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET
35,966857,Lake Superior,2.0401E+12,390,39009,22.0522,65.348874,448.908858,192.415721,728.726,3063.06,194.817,3.740565151,0,Delaware River Basin,14,0.065281866,4002157,2,1401SUP0104,D-10-15-P103-1-P104,Sullivan,Lake,lawson lake, ,Yes,Delaware River Basin,Delaware River Main Stem,1401SUP0104_C,No,B,1401-0051,Lake Superior Centroid,41.6655998,-74.8766022,2.752892607,2015,1399,1401-0051,D-10-15-P103-1-P104,Lake Superior,entire lake,Delaware River,L,186.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,Stressed,Unconfirmed,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Needs Verification,Assessment/Reassessment Scheduled,7/8/2002 0:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0051.pdf
36,955774,Lochada Lake,2.0401E+12,390,39009,20.5821,30.438646,5.860095,28.71113,85.592,457.678,92.3804,0.92651635,0,Delaware River Basin,14,0.033835429,4002301,2,1401LOC0170,D-16-5-P170,Sullivan,Lake,Lochada Lake,Loch Ada Lake,Yes,Delaware River Basin,Delaware River Main Stem,1401LOC0170_C,No,B,1401-0079,Lochada Lake Centroid,41.4939995,-74.8565979,0.615724439, ,1735,1401-0079,D-16- 8-P170,Lochada Lake,entire lake,Delaware River,L,92.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0079.pdf
37,957947,Mountain Lake,2.0401E+12,390,39009,364.597,278.998283,105.292676,436.604882,6664.87,5540.06,65.6403,101.536,5479.38,Delaware River Basin,14,0.031994775,4002161,2,1401MOU0114,D-10-18-P114,Sullivan,Lake,Mountain Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401MOU0114_C,No,B,1401-0058,Mountain Lake Centroid,41.6571007,-74.8147964,94.8848, ,2012,1401-0058,D-10-18-P114,Mountain Lake,entire lake,Delaware River,L,58.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0058.pdf
38,968756,Waneta Lake,2.0401E+12,390,39009,10.291,6.474046,7.478015,93.094338,117.337,1030.5,33.7898,3.47256977,0,Delaware River Basin,14,0.020132599,2000490,2,1403WAN0338,D-70-20-33-P338,Sullivan,Lake,Waneta Lake, ,No,Delaware River Basin,East Branch Delaware River,1403WAN0338_DH,No,B,1403-0081,WANETA LAKE (SULLIVAN CO) DEEP HOLE,41.9640007,-74.8293991,0.717455031, ,1536,1403-0081,D-70-20-33-P338,Wanela Lake,entire lake,Delaware River,L,31.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0081.pdf
39,958056,Mud Pond,2.0401E+12,390,39009,1.470149,0,0,37.695868,39.166,397.938,20.2993,1.929426926,0,Delaware River Basin,14,0.014601008,2000498,2,1403MUD0295,D-70-20-25-6-P295,Sullivan,Lake,Mud Pond, ,No,Delaware River Basin,East Branch Delaware River,1403MUD0295_C,No,BT,1403-0027,Mud Pond Centroid,41.9473,-74.8001022,0.072422793, ,1863,1403-0027,D-70-20-25- 6-P295,Mud Pond,entire lake,Delaware River,L,17.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0027.pdf
40,960176,Perch Lake,2.0401E+12,390,39011,30.8731,1.488558,1.512283,15.589854,49.4638,197.186,31.9067,1.550264176,0,Delaware River Basin,14,0.015452497,2000444,2,1403PER0366,D-70-59-P366,Delaware,Lake,Perch Lake, ,Yes,Delaware River Basin,East Branch Delaware River,1403PER0366_DH,No,B,1403-0097,PEARCH LAKE (DEL) DEEP HOLE,42.118,-74.8021011,1.061656204, ,1173,1403-0097,D-70-59-P366,Perch Lake,entire lake,Delaware River,L,32.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,3/29/2010 0:00,https://www.dec.ny.gov/data/WQP/PWL/1403-0097.pdf
41,957029,Lake Metauque,2.0401E+12,390,39004,8.820891,13.1253,0,94.62886,116.575,1053.33,74.5226,1.564291249,0,Delaware River Basin,14,0.023773205,4002264,2,1401MET0081,D-10-8-P81,Sullivan,Lake,Lake Metauque, ,Yes,Delaware River Basin,Delaware River Main Stem,1401MET0081_C,No,B,1401-0030,Lake Metauque Centroid,41.5169983,-74.7832031,0.294489725, ,1387,1401-0030,D-10- 8-P81,Lake Metauque,entire lake,Delaware River,L,73.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0030.pdf
42,964584,Schillings Lake,2.0401E+12,390,39004,22.0522,30.031065,4.720323,255.086491,311.89,2750.6,16.4464,18.964,0,Delaware River Basin,14,0.013586147,4002226,2,1401SCH0090,D-10-11-2-P90,Sullivan,Lake,Schillings Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401SCH0090_C,No,B,1401-0035,Schillings Lake Centroid,41.5724983,-74.7612,3.45385671, ,1141,1401-0035,"D-10-11- 2-P89,P89a,P90","Forest Glen, McAuleys, Shilling Lakes",total area of all three lakes,Delaware River,L,47.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0035.pdf
43,945252,Burnt Hope Lake,2.0401E+12,390,39009,2.940297,18.081253,0,153.607881,174.629,1622.68,44.4462,3.929007002,0,Delaware River Basin,14,0.023254085,4002257,2,1401BUR0082,D-10-10-P82,Sullivan,Lake,Burnt Hope Lake, ,Yes,Delaware River Basin,Delaware River Main Stem,1401BUR0082_C,No,B,1401-0031,Burnt Hope Lake Centroid,41.5241013,-74.7438965,0.472956496,2014,1474,1401-0031,D-10-10-P82,Burnt Lake,entire lake,Delaware River,L,44.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0031.pdf
44,957000,Merriewold Lake,2.0401E+12,390,39004,17.6418,0,0,74.769031,92.4108,792.721,47.4589,1.947175619,0,Delaware River Basin,14,0.024860614,4002224,2,1401MER0094,D-10-11-3-P94,Sullivan,Lake,Merriewold Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401MER0094_C,No,B,1401-0038,Merriewold Lake Centroid,41.5689011,-74.7201004,0.371727305, ,1068,1401-0038,D-10-11- 3-P94,Merriewold Lake,entire lake,Delaware River,L,42.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0038.pdf
45,952917,Hodge Pond,2.0401E+12,390,39004,0,0,0,13.365909,13.3659,154.882,20.2421,0.660302488,0,Delaware River Basin,14,0.012250326,2000469,2,1403HOD0327,D-70-20-25-15-5-P326-2-1-P327,Sullivan,Lake,Hodge Pond, ,No,Delaware River Basin,East Branch Delaware River,1403HOD0327_C,No,B,1403-0035,Hodge Pond Centroid,41.9780998,-74.7127991,-4.44618E-07, ,1540,1403-0035,D-70-20-25-15-5-P326/P327,"Frick, Hodge Ponds",total area of both lakes,Delaware River,L,25.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0035.pdf
46,962400,Reservoir Number One,2.0401E+12,390,39009,0,6.391348,0,106.059937,112.451,1089.36,20.7094,5.429963447,0,Delaware River Basin,14,0.016816777,4002334,2,1402RE10003,D-1-2-A-P3,Orange,Lake,Reservoir No.1, ,No,Delaware River Basin,Neversink,1402RE10003_C,Yes,AA,1402-0027,Reservoir No.1 Centroid,41.3931007,-74.6896973,0.308606865, ,2091,1402-0027,"D- 1- 2-P3,P4,P5",Port Jervis Reservoirs,entire lake,Delaware River,L,136.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0027.pdf
47,962404,Reservoir Number Three,2.0401E+12,390,39009,0,1.653953,0,85.421727,87.0757,932.421,75.887,1.147438705,0,Delaware River Basin,14,0.035412864,4002328,2,1401NO30005,D-4-P5,Orange,Lake,Reservoir No.3, ,No,Delaware River Basin,Delaware River Main Stem,1401NO30005_C,No,AA,1402-0027,Reservoir No.3 Centroid,41.4119987,-74.691597,0.021795209, ,2091,1402-0027,"D- 1- 2-P3,P4,P5",Port Jervis Reservoirs,entire lake,Delaware River,L,136.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0027.pdf
48,942801,Baileys Lake,2.0401E+12,390,39004,5.880594,36.56418,15.500897,135.660645,193.606,1624.04,68.9634,2.807377769,0,Delaware River Basin,14,0.029527762,4002124,2,1402BAI0040B,D-1-38-3-2-P40B,Sullivan,Lake,Baileys Lake, ,No,Delaware River Basin,Neversink,1402BAI0040B_C,No,B,1402-0053,Baileys Lake Centroid,41.6893997,-74.6681976,0.840233443, ,1216,1402-0053,D- 1-38-3-2-P40b,Lotus/Bailey Lake,entire lake,Delaware River,L,66.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0053.pdf
49,955772,Loch Sheldrake,2.0401E+12,390,39009,11.7612,70.328454,21.477749,49.771889,153.339,731.944,66.8387,2.294169112,0,Delaware River Basin,14,0.023028923,4002088,2,1402SHE0051,D-1-38-P51,Sullivan,Lake,Loch Sheldrake, ,No,Delaware River Basin,Neversink,1402SHE0051_C,No,B,1402-0057,Loch Sheldrake Centroid,41.7739983,-74.6565018,1.549508159,2005,1061,1402-0057,D- 1-38-P51,Loch Sheldrake/Sheldrake Pond,entire lake,Delaware River,L,64.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Impaired,Known,UnAssessed,-,UnAssessed,UnAssessed,Impaired,Verification of Sources Needed,3/9/2006 0:00,https://www.dec.ny.gov/data/WQP/PWL/1402-0057.pdf
50,971535,Wohl Lake,2.0401E+12,390,39004,0,14.501626,0,10.585978,25.0876,130.753,6.921106768,3.62479656,0,Delaware River Basin,14,0.007764022,4002100,2,1402WOH0055B,D-1-49-P55B,Sullivan,Lake,Wohl Lake, ,No,Delaware River Basin,Neversink,1402WOH0055B_C,No,B,1402-0061,Wohl Lake Centroid,41.7411003,-74.6179962,2.095275003, ,1758,1402-0061,D- 1-49-P55b,Wohl Lake,entire lake,Delaware River,L,7.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0061.pdf
51,951960,Guymard Lake,2.0401E+12,390,39004,27.9328,14.826509,1.890353,19.81535,64.465,269.687,34.9364,1.845211155,0,Delaware River Basin,14,0.020878653,4002314,2,1402GUY0014,D-1-10-P14,Orange,Lake,Guymard Lake, ,No,Delaware River Basin,Neversink,1402GUY0014_C,No,D,1402-0031,Guymard Lake Centroid,41.4283981,-74.6007996,1.278026643,2013,1602,1402-0031,D- 1-10-P14,Guymard/Guymaer Lake,entire lake,Delaware River,L,33.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0031.pdf
52,967674,Toronto Reservoir,2.0401E+12,390,39010,179.358,229.102058,1231.292709,1042.02943,2681.78,14503,815.76,3.28746484,0,Delaware River Basin,14,0.190783627,4002179,2,1401TOR0100A,D-10-15-P100A,Sullivan,Lake,Toronto Reservoir, ,No,Delaware River Basin,Delaware River Main Stem,1401TOR0100A_C,No,C,1401-0046,Toronto Reservoir Centroid,41.6265984,-74.8394012,2.01008945,2004,1724,1401-0046,D-10-15-P100a,Toronto Reservoir,entire lake,Delaware River,L,835.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0046.pdf
53,955149,Lebanon Lake,2.0401E+12,390,39009,0,0,0,482.062318,482.062,5209.2,357.318,1.349112885,0,Delaware River Basin,14,0.093340848,4002228,2,1401LEB0098,D-10-14-P98,Sullivan,Lake,Lebanon Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401LEB0098_C,No,B,1401-0041,Lebanon Lake Centroid,41.5699997,-74.8105011,-8.89964E-07, ,1070,1401-0041,D-10-14-P98,Lebanon Lake,entire lake,Delaware River,L,286.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0041.pdf
54,946864,Cliff Lake,2.0401E+12,390,39009,227.873,251.601729,1240.366405,1432.732087,3152.57,18642.5,166.546,18.9291,0,Delaware River Basin,14,0.096671759,4002203,2,1401CLI0100,D-10-15-P100,Sullivan,Lake,Cliff Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401CLI0100_C,No,C,1401-0045,Cliff Lake Centroid,41.600399,-74.797699,10.3265,2010,2037,1401-0045,D-10-15-P100,Cliff Lake,entire lake,Delaware River,L,158.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0045.pdf
55,962537,Rio Reservoir,2.0401E+12,390,39010,2047.92,4756.066571,3993.121047,10242.75677,53976.4,123594,421.226,128.141,32936.6,Delaware River Basin,14,0.140459383,4002712,2,1401RIO0079A,D-10-P79A,"Orange, Sullivan",Lake,Rio Reservoir, ,Yes,Delaware River Basin,Delaware River Main Stem,1401RIO0079A_C,No,BT,1401-0074,Rio Reservoir Centroid,41.4819984,-74.7580032,103.825,2005,1548,1401-0074,D-10 (portion 2)/P79a,Rio Reservoir,entire lake,Delaware River,L,424.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Impaired,Known,UnAssessed,-,UnAssessed,UnAssessed,Impaired,Verification of Sources Needed,3/9/2006 0:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0074.pdf
56,959424,Oquaga Lake,2.0401E+12,390,39009,11.7612,9.681533,10.11339,45.635351,77.1915,640.467,137,0.563441336,0,Delaware River Basin,14,0.035219781,1001304,2,1404OQU0383,D-71-6-4-P383,Broome,Lake,Oquaga Lake, ,Yes,Delaware River Basin,West Branch Delaware River,1404OQU0383_C,No,AA,1404-0032,Oquaga Lake Centroid,42.0223999,-75.4593964,0.230336854,2017,1862,1404-0032,D-71- 6-4-P383,Oquaga Lake,entire lake,Delaware River,L,133.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,3/29/2010 0:00,https://www.dec.ny.gov/data/WQP/PWL/1404-0032.pdf
57,971834,York Lake,2.0401E+12,390,39009,27.9328,0,0,24.241,52.1738,342.327,103.717,0.503040225,0,Delaware River Basin,14,0.036040207,1001590,2,1401YOR0203,D-34-P203,Sullivan,Lake,York Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401YOR0203_C,No,B,1401-0099,York Lake Centroid,41.5017014,-74.9688034,0.26931747,2009,1656,1401-0099,D-34-P203,York Lake,entire lake,Delaware River,L,100.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0099.pdf
58,958057,Mud Pond,2.0401E+12,390,39009,0,0,0,49.460537,49.4605,514.815,22.7805,2.171178727,0,Delaware River Basin,14,0.012668234,2000482,2,1403MUD0285,D-70-20-19-2-P285,Delaware,Lake,Mud Pond, ,No,Delaware River Basin,East Branch Delaware River,1403MUD0285_C,No,BT,1403-0056,Mud Pond Centroid,41.9968987,-74.9604034,-1.6242E-06, ,1356,1403-0056,D-70-20-19-2-P285,Mud Pond,entire lake,Delaware River,L,20.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0056.pdf
59,960496,Pine Lake,2.0401E+12,390,39004,1.470149,3.18386,14.272167,10.408063,29.3342,152.323,11.3752,2.578788769,0,Delaware River Basin,14,0.011642348,1001465,2,1401PIN0233,D-53-1-8-P232-2-P233,Sullivan,Lake,Pine Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401PIN0233_C,No,B,1401-0120,Pine Lake Centroid,41.7214012,-74.9545975,1.663806966, ,1543,1401-0120,"D-53-1- 8-P232,P233,P234","Kenoza, Pine, Hust Lakes",total area of all three lakes,Delaware River,L,126.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Threatened,,11/25/2002 0:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0120.pdf
60,945418,Cables Lake,2.0401E+12,390,39004,0,0,0,72.76748,72.7675,754.263,27.032,2.69190145,0,Delaware River Basin,14,0.017640051,2000475,2,1403TRO0287,D-70-20-19-P287,Delaware,Lake,Trout Pond, ,No,Delaware River Basin,East Branch Delaware River,1403TRO0287_C,No,CTS,1403-0057,Trout Pond Centroid,42.0091019,-74.9447021,7.3986E-07, ,753,1403-0057,D-70-20-19-P287,Trout Pond/Cables Lake,entire lake,Delaware River,L,24.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0057.pdf
61,965254,Silver Lake,2.0401E+12,390,39004,1.470149,0.165395,7.222261,18.347546,27.2054,193.523,7.36240789,3.695170304,0,Delaware River Basin,14,0.008219723,4002245,2,1401SIL0194,D-30-5-1-P194,Sullivan,Lake,Silver Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401SIL0194_C,No,B,1401-0093,Silver Lake Centroid,41.5764008,-74.9299011,1.20311916, ,1825,1401-0093,"D-30-4-P190,P192,P193,P194","Turnpike, Fox, Halfmoon, Silver Lakes",total area of all four lakes,Delaware River,L,111.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0093.pdf
62,958552,Lake Nianque,2.0401E+12,390,39009,0,0,0,60.402346,60.4023,628.464,28.9918,2.083428625,0,Delaware River Basin,14,0.019916583,1001513,2,1401NIA0211A,D-37-2-4-P211A,Sullivan,Lake,Lake Nianque, ,Yes,Delaware River Basin,Delaware River Main Stem,1401NIA0211A_C,No,B,1401-0105,Lake Nianque Centroid,41.6297989,-74.9338989,-1.58666E-06,2004,1212,1401-0105,D-37- 1-4-P211a,Lake Nianque,entire lake,Delaware River,L,28.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0105.pdf
63,953976,Lake Jefferson,2.0401E+12,390,39010,432.224,288.43763,2481.766944,1485.506302,4687.93,20516.7,41.9468,111.759,0,Delaware River Basin,14,0.04715472,1007491,2,1401JEF0240A,D-53-1-P240A,Sullivan,Lake,Lake Jefferson, ,No,Delaware River Basin,Delaware River Main Stem,1401JEF0240A_C,No,B,1401-0125,Lake Jefferson Centroid,41.7748985,-74.9191971,76.3449, ,1937,1401-0125,D-53-1-P240a,Jefferson Lake,entire lake,Delaware River,L,49.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0125.pdf
64,970048,Crystal Lake,2.0401E+12,390,39009,1.470149,2.232837,1.795836,101.411892,106.911,1166.39,152.845,0.699471445,0,Delaware River Basin,14,0.049243714,4002204,2,1401CRY0197,D-30-P197,Sullivan,Lake,Crystal Lake, ,Yes,Delaware River Basin,Delaware River Main Stem,1401CRY0197_DH,No,B,1401-0097,CRYSTAL LAKE (NARROWSBURG) DEEP HOLE,41.6242981,-74.9051971,0.035978331,2005,1682,1401-0097,"D-30-P197,P198","Crystal Lake, Mud Pond",total area of both lakes,Delaware River,L,151.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0097.pdf
65,944011,Birch Ridge Pond,2.0401E+12,390,39004,2.940297,3.638697,18.809015,32.069287,57.4573,386.186,12.4667,4.608861688,0,Delaware River Basin,14,0.010741605,1001430,2,1401BIR0236,D-53-1-8-1-P236,Sullivan,Lake,Birch Ridge Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401BIR0236_C,No,C,1401-0121,Birch Ridge Pond Centroid,41.7492981,-74.9044037,2.036466186, ,1544,1401-0121,D-53-1- 8-P236,Birch Ridge Pond,entire lake,Delaware River,L,12.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0121.pdf
66,953651,Indian Field Pond,2.0401E+12,390,39009,1.470149,0,0,55.954456,57.4246,640.205,86.211,0.666093712,0,Delaware River Basin,14,0.032931559,4002182,2,1401IND0102,D-10-15-P100A-5-P102,Sullivan,Lake,Indian Field Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401IND0102_C,No,B,1401-0049,Indian Field Pond Centroid,41.6519012,-74.8856964,0.017052859,2009,1397,1401-0049,D-10-15-P100a-5-P102,Indian Field Pond,entire lake,Delaware River,L,81.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0049.pdf
67,970602,Sidwell Lake,2.0401E+12,390,39009,22.0522,58.419991,4.625806,694.560263,779.658,7289.4,81.201,9.601584808,0,Delaware River Basin,14,0.07198853,4002248,2,1401STE0180,D-25-P180,Sullivan,Lake,Steges Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401STE0180_C,No,B,1401-0087,Steges Pond Centroid,41.5457993,-74.8713989,1.047988781, ,1805,1401-0087,D-25-P180,Sidwell Lake,entire lake,Delaware River,L,78.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0087.pdf
68,944765,Briscoe Lake,2.0401E+12,390,39009,92.6194,79.017616,1100.975092,461.157235,1733.77,6788.15,59.4627,29.1573,0,Delaware River Basin,14,0.038053299,1001410,2,1401BRI0241,D-53-1-14-P241,Sullivan,Lake,Briscoe Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401BRI0241_C,No,B,1401-0014,Briscoe Lake Centroid,41.7644997,-74.8735962,21.4019,2005,1875,1401-0014,D-53-1-14-P241,Briscoe Lake/Segar Pond,entire lake,Delaware River,L,64.9,UnAssessed,-,UnAssessed,-,Stressed,Unconfirmed,Stressed,Unconfirmed,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,Assessment/Reassessment Scheduled,11/7/2002 0:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0014.pdf
69,942416,Amber Lake,2.0401E+12,390,39004,0,18.382509,1.6068,18.881293,38.8706,236.297,16.5215,2.352728384,0,Delaware River Basin,14,0.011099816,4002145,2,1401AMB0118,D-10-18-P117-1-P118,Sullivan,Lake,Amber Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401AMB0118_C,No,B,1401-0018,Amber Lake Centroid,41.6885986,-74.8487015,1.20989662, ,1563,1401-0018,"D-10-18-P117,P118",White/Amber Lakes,total area of both lakes,Delaware River,L,15.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,Threatened,Suspected,UnAssessed,-,Threatened,Suspected,UnAssessed,UnAssessed,Needs Verification,Verification of Pollutants/Causes Needed,7/8/2002 0:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0018.pdf
70, , ,4.13E+12,390,39009,0,1.07507,54.914762,0.911817,56.901649,72.3897,7.297056843,7.79789033,0,Genesee River Basin,4,0.008159146,2001411,2,0403UWB5273,ONT-117-92-P5273,Wyoming,Lake,Unnamed Water, ,No,Genesee River Basin,Pa. border to Mt. Morris,0403UWB5273_C,No, , ,Unnamed Water Centroid,42.5732002,-78.0766983,7.672933513, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
71, , ,4.13E+12,390,39009,1.470149,0.413488,9.218252,1.023015,12.124904,28.4724,6.466184574,1.875124946,0,Genesee River Basin,4,0.011584741,2001434,2,0403UWB5268,ONT-117-P5268,"Allegany, Wyoming",Lake,Unnamed Water, ,No,Genesee River Basin,Pa. border to Mt. Morris,0403UWB5268_C,No, , ,Unnamed Water Centroid,42.5206985,-78.0487976,1.716914956, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
