SAMPLE_NAME,Characteristic Name,resultvalue,resultunit,labnamecode,Lab Sample Name,,,,,,,,
18-104-B7,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",49536.00,µg/L,UFI,2018261013,,,,,,,,
18-104-B7,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4603.80,µg/L,UFI,2018261013,,,,,,,,
18-104-B7,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018261013,,,,,,,,
18-104-B7,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018261013,,,,,,,,
18-1-05,Chlorophyll a (probe relative fluorescence),32.10,µg/L,UFI,2018233082,,,,,,,,
18-1-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",20.70,µg/L,UFI,2018233082,,,,,,,,
18-1-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",7.70,µg/L,UFI,2018233082,,,,,,,,
18-1-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",2.50,µg/L,UFI,2018233082,,,,,,,,
18-1-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.10,µg/L,UFI,2018233082,,,,,,,,
18-1-06,Chlorophyll a (probe relative fluorescence),39.20,µg/L,UFI,2018248090,,,,,,,,
18-1-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",31.80,µg/L,UFI,2018248090,,,,,,,,
18-1-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",5.30,µg/L,UFI,2018248090,,,,,,,,
18-1-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.60,µg/L,UFI,2018248090,,,,,,,,
18-1-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.50,µg/L,UFI,2018248090,,,,,,,,
18-1-07,Chlorophyll a (probe relative fluorescence),34.20,µg/L,UFI,2018261112,,,,,,,,
18-1-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",21.40,µg/L,UFI,2018261112,,,,,,,,
18-1-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",10.70,µg/L,UFI,2018261112,,,,,,,,
18-1-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.00,µg/L,UFI,2018261112,,,,,,,,
18-1-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018261112,,,,,,,,
18-107-01,Chlorophyll a (probe relative fluorescence),2.50,µg/L,UFI,2018163048,,,,,,,,
18-107-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.20,µg/L,UFI,2018163048,,,,,,,,
18-107-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.10,µg/L,UFI,2018163048,,,,,,,,
18-107-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018163048,,,,,,,,
18-107-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018163048,,,,,,,,
18-107-02,Chlorophyll a (probe relative fluorescence),1.50,µg/L,UFI,2018177027,,,,,,,,
18-107-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018177027,,,,,,,,
18-107-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018177027,,,,,,,,
18-107-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018177027,,,,,,,,
18-107-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018177027,,,,,,,,
18-107-03,Chlorophyll a (probe relative fluorescence),4.00,µg/L,UFI,2018192065,,,,,,,,
18-107-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.70,µg/L,UFI,2018192065,,,,,,,,
18-107-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.40,µg/L,UFI,2018192065,,,,,,,,
18-107-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018192065,,,,,,,,
18-107-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018192065,,,,,,,,
18-107-04,Chlorophyll a (probe relative fluorescence),2.20,µg/L,UFI,2018199023,,,,,,,,
18-107-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.70,µg/L,UFI,2018199023,,,,,,,,
18-107-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018199023,,,,,,,,
18-107-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018199023,,,,,,,,
18-107-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018199023,,,,,,,,
18-107-05,Chlorophyll a (probe relative fluorescence),8.60,µg/L,UFI,2018212020,,,,,,,,
18-107-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",6.90,µg/L,UFI,2018212020,,,,,,,,
18-107-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.70,µg/L,UFI,2018212020,,,,,,,,
18-107-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018212020,,,,,,,,
18-107-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018212020,,,,,,,,
18-107-06,Chlorophyll a (probe relative fluorescence),6.40,µg/L,UFI,2018219091,,,,,,,,
18-107-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.60,µg/L,UFI,2018219091,,,,,,,,
18-107-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.80,µg/L,UFI,2018219091,,,,,,,,
18-107-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018219091,,,,,,,,
18-107-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018219091,,,,,,,,
18-107-07,Chlorophyll a (probe relative fluorescence),4.20,µg/L,UFI,2018234076,,,,,,,,
18-107-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.00,µg/L,UFI,2018234076,,,,,,,,
18-107-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.90,µg/L,UFI,2018234076,,,,,,,,
18-107-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018234076,,,,,,,,
18-107-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018234076,,,,,,,,
18-107-08,Chlorophyll a (probe relative fluorescence),2.30,µg/L,UFI,2018262026,,,,,,,,
18-107-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.10,µg/L,UFI,2018262026,,,,,,,,
18-107-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.90,µg/L,UFI,2018262026,,,,,,,,
18-107-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018262026,,,,,,,,
18-107-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018262026,,,,,,,,
18-1-08,Chlorophyll a (probe relative fluorescence),15.60,µg/L,UFI,2018275080,,,,,,,,
18-1-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",11.60,µg/L,UFI,2018275080,,,,,,,,
18-1-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.20,µg/L,UFI,2018275080,,,,,,,,
18-1-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018275080,,,,,,,,
18-1-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018275080,,,,,,,,
18-108-01,Chlorophyll a (probe relative fluorescence),2.60,µg/L,UFI,2018163015,,,,,,,,
18-108-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.60,µg/L,UFI,2018163015,,,,,,,,
18-108-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018163015,,,,,,,,
18-108-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018163015,,,,,,,,
18-108-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018163015,,,,,,,,
18-108-03,Chlorophyll a (probe relative fluorescence),3.70,µg/L,UFI,2018198040,,,,,,,,
18-108-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.80,µg/L,UFI,2018198040,,,,,,,,
18-108-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.90,µg/L,UFI,2018198040,,,,,,,,
18-108-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018198040,,,,,,,,
18-108-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018198040,,,,,,,,
18-108-04,Chlorophyll a (probe relative fluorescence),16.70,µg/L,UFI,2018212093,,,,,,,,
18-108-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",15.00,µg/L,UFI,2018212093,,,,,,,,
18-108-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.70,µg/L,UFI,2018212093,,,,,,,,
18-108-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018212093,,,,,,,,
18-108-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018212093,,,,,,,,
18-108-05,Chlorophyll a (probe relative fluorescence),14.00,µg/L,UFI,2018228052,,,,,,,,
18-108-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",11.90,µg/L,UFI,2018228052,,,,,,,,
18-108-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.10,µg/L,UFI,2018228052,,,,,,,,
18-108-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018228052,,,,,,,,
18-108-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018228052,,,,,,,,
18-108-06,Chlorophyll a (probe relative fluorescence),20.20,µg/L,UFI,2018241033,,,,,,,,
18-108-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",18.50,µg/L,UFI,2018241033,,,,,,,,
18-108-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.70,µg/L,UFI,2018241033,,,,,,,,
18-108-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018241033,,,,,,,,
18-108-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018241033,,,,,,,,
18-108-07,Chlorophyll a (probe relative fluorescence),22.40,µg/L,UFI,2018254056,,,,,,,,
18-108-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",20.80,µg/L,UFI,2018254056,,,,,,,,
18-108-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.60,µg/L,UFI,2018254056,,,,,,,,
18-108-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018254056,,,,,,,,
18-108-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018254056,,,,,,,,
18-108-08,Chlorophyll a (probe relative fluorescence),24.50,µg/L,UFI,2018268031,,,,,,,,
18-108-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",23.40,µg/L,UFI,2018268031,,,,,,,,
18-108-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018268031,,,,,,,,
18-108-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018268031,,,,,,,,
18-108-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018268031,,,,,,,,
18-109-01,Chlorophyll a (probe relative fluorescence),12.90,µg/L,UFI,2018151007,,,,,,,,
18-109-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",8.90,µg/L,UFI,2018151007,,,,,,,,
18-109-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.10,µg/L,UFI,2018151007,,,,,,,,
18-109-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.90,µg/L,UFI,2018151007,,,,,,,,
18-109-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018151007,,,,,,,,
18-109-02,Chlorophyll a (probe relative fluorescence),22.30,µg/L,UFI,2018164024,,,,,,,,
18-109-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",15.50,µg/L,UFI,2018164024,,,,,,,,
18-109-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",5.00,µg/L,UFI,2018164024,,,,,,,,
18-109-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",1.80,µg/L,UFI,2018164024,,,,,,,,
18-109-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018164024,,,,,,,,
18-109-03,Chlorophyll a (probe relative fluorescence),34.50,µg/L,UFI,2018178031,,,,,,,,
18-109-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",23.80,µg/L,UFI,2018178031,,,,,,,,
18-109-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",7.30,µg/L,UFI,2018178031,,,,,,,,
18-109-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",3.40,µg/L,UFI,2018178031,,,,,,,,
18-109-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018178031,,,,,,,,
18-109-04,Chlorophyll a (probe relative fluorescence),74.90,µg/L,UFI,2018194004,,,,,,,,
18-109-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",65.70,µg/L,UFI,2018194004,,,,,,,,
18-109-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",9.30,µg/L,UFI,2018194004,,,,,,,,
18-109-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018194004,,,,,,,,
18-109-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018194004,,,,,,,,
18-109-05,Chlorophyll a (probe relative fluorescence),157.20,µg/L,UFI,2018215007,,,,,,,,
18-109-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",147.00,µg/L,UFI,2018215007,,,,,,,,
18-109-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",10.20,µg/L,UFI,2018215007,,,,,,,,
18-109-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018215007,,,,,,,,
18-109-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018215007,,,,,,,,
18-109-06,Chlorophyll a (probe relative fluorescence),65.90,µg/L,UFI,2018235009,,,,,,,,
18-109-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",50.30,µg/L,UFI,2018235009,,,,,,,,
18-109-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",10.30,µg/L,UFI,2018235009,,,,,,,,
18-109-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",5.30,µg/L,UFI,2018235009,,,,,,,,
18-109-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018235009,,,,,,,,
18-109-07,Chlorophyll a (probe relative fluorescence),76.40,µg/L,UFI,2018264020,,,,,,,,
18-109-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",63.10,µg/L,UFI,2018264020,,,,,,,,
18-109-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",10.40,µg/L,UFI,2018264020,,,,,,,,
18-109-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.90,µg/L,UFI,2018264020,,,,,,,,
18-109-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018264020,,,,,,,,
18-109-08,Chlorophyll a (probe relative fluorescence),40.10,µg/L,UFI,2018276012,,,,,,,,
18-109-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",31.90,µg/L,UFI,2018276012,,,,,,,,
18-109-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4.50,µg/L,UFI,2018276012,,,,,,,,
18-109-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.70,µg/L,UFI,2018276012,,,,,,,,
18-109-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018276012,,,,,,,,
18-109-B1,Chlorophyll a (probe relative fluorescence),12366.50,µg/L,UFI,2018158028,,,,,,,,
18-109-B1,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",11320.00,µg/L,UFI,2018158028,,,,,,,,
18-109-B1,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",1046.50,µg/L,UFI,2018158028,,,,,,,,
18-109-B1,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018158028,,,,,,,,
18-109-B1,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018158028,,,,,,,,
18-109-B2,Chlorophyll a (probe relative fluorescence),34195.10,µg/L,UFI,2018215005,,,,,,,,
18-109-B2,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",31819.80,µg/L,UFI,2018215005,,,,,,,,
18-109-B2,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",2375.30,µg/L,UFI,2018215005,,,,,,,,
18-109-B2,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018215005,,,,,,,,
18-109-B2,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018215005,,,,,,,,
18-113-01,Chlorophyll a (probe relative fluorescence),1.40,µg/L,UFI,2018163040,,,,,,,,
18-113-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.70,µg/L,UFI,2018163040,,,,,,,,
18-113-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.50,µg/L,UFI,2018163040,,,,,,,,
18-113-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018163040,,,,,,,,
18-113-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018163040,,,,,,,,
18-113-02,Chlorophyll a (probe relative fluorescence),1.50,µg/L,UFI,2018177038,,,,,,,,
18-113-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.60,µg/L,UFI,2018177038,,,,,,,,
18-113-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018177038,,,,,,,,
18-113-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018177038,,,,,,,,
18-113-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.10,µg/L,UFI,2018177038,,,,,,,,
18-113-03,Chlorophyll a (probe relative fluorescence),1.90,µg/L,UFI,2018198064,,,,,,,,
18-113-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.90,µg/L,UFI,2018198064,,,,,,,,
18-113-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018198064,,,,,,,,
18-113-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018198064,,,,,,,,
18-113-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018198064,,,,,,,,
18-113-04,Chlorophyll a (probe relative fluorescence),1.50,µg/L,UFI,2018213025,,,,,,,,
18-113-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.70,µg/L,UFI,2018213025,,,,,,,,
18-113-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018213025,,,,,,,,
18-113-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018213025,,,,,,,,
18-113-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018213025,,,,,,,,
18-113-06,Chlorophyll a (probe relative fluorescence),2.40,µg/L,UFI,2018240085,,,,,,,,
18-113-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.60,µg/L,UFI,2018240085,,,,,,,,
18-113-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018240085,,,,,,,,
18-113-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018240085,,,,,,,,
18-113-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018240085,,,,,,,,
18-113-07,Chlorophyll a (probe relative fluorescence),2.10,µg/L,UFI,2018261123,,,,,,,,
18-113-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.20,µg/L,UFI,2018261123,,,,,,,,
18-113-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.60,µg/L,UFI,2018261123,,,,,,,,
18-113-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018261123,,,,,,,,
18-113-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018261123,,,,,,,,
18-113-08,Chlorophyll a (probe relative fluorescence),2.20,µg/L,UFI,2018275048,,,,,,,,
18-113-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018275048,,,,,,,,
18-113-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.70,µg/L,UFI,2018275048,,,,,,,,
18-113-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018275048,,,,,,,,
18-113-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018275048,,,,,,,,
18-113-B2,Chlorophyll a (probe relative fluorescence),286.70,µg/L,UFI,2018163005,,,,,,,,
18-113-B2,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",139.20,µg/L,UFI,2018163005,,,,,,,,
18-113-B2,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",134.90,µg/L,UFI,2018163005,,,,,,,,
18-113-B2,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",8.10,µg/L,UFI,2018163005,,,,,,,,
18-113-B2,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4.40,µg/L,UFI,2018163005,,,,,,,,
18-113-B3,Chlorophyll a (probe relative fluorescence),799.40,µg/L,UFI,2018180003,,,,,,,,
18-113-B3,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",317.20,µg/L,UFI,2018180003,,,,,,,,
18-113-B3,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",250.80,µg/L,UFI,2018180003,,,,,,,,
18-113-B3,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",155.90,µg/L,UFI,2018180003,,,,,,,,
18-113-B3,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",75.40,µg/L,UFI,2018180003,,,,,,,,
18-115.1-01,Chlorophyll a (probe relative fluorescence),6.40,µg/L,UFI,2018164032,,,,,,,,
18-115.1-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.50,µg/L,UFI,2018164032,,,,,,,,
18-115.1-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.00,µg/L,UFI,2018164032,,,,,,,,
18-115.1-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",1.10,µg/L,UFI,2018164032,,,,,,,,
18-115.1-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018164032,,,,,,,,
18-115.1-02,Chlorophyll a (probe relative fluorescence),9.60,µg/L,UFI,2018179020,,,,,,,,
18-115.1-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",3.80,µg/L,UFI,2018179020,,,,,,,,
18-115.1-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.00,µg/L,UFI,2018179020,,,,,,,,
18-115.1-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.60,µg/L,UFI,2018179020,,,,,,,,
18-115.1-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",1.30,µg/L,UFI,2018179020,,,,,,,,
18-115.1-03,Chlorophyll a (probe relative fluorescence),8.80,µg/L,UFI,2018192059,,,,,,,,
18-115.1-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",5.80,µg/L,UFI,2018192059,,,,,,,,
