"sample_delivery_group","sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment.x","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","result_value","result_error_delta","result_type_code","reportable_result","detect_flag","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg","X.data_provider","sample_name","sample_matrix_code","sample_type_code","sample_source","parent_sample_code","sample_date","sys_loc_code","start_depth","end_depth","depth_unit","chain_of_custody","sent_to_lab_date","sample_receipt_date","sampler","sampling_company_code","sampling_reason","sampling_technique","task_code","collection_quarter","composite_yn","composite_desc","sample_class","custom_field_1","custom_field_2","custom_field_3","comment.y"
"R1808263","18LCB018","E351.2","09/19/2018 12:50:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 17:00:00",NA,NA,"ALSRNY","quant","R1808263-009",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.35,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","SM5310C","09/10/2018 13:03:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,42,"mL",NA,NA,NA,NA,42,"mL","TOC","TOTAL ORGANIC CARBON",6.4,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","SM 2320 B","09/05/2018 01:28:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",22.8,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","D6919-09","09/11/2018 18:49:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.0251,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","E351.2","09/19/2018 12:49:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 17:00:00",NA,NA,"ALSRNY","quant","R1808263-005",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.45,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,500,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",7.66,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,0.8,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","SM2120B","08/29/2018 13:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",46,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","E353.2","09/13/2018 13:35:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.0427,NA,"TRG","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","E365.1","09/14/2018 10:56:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-006",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0071,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-005",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.19,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007","E365.1","09/14/2018 12:03:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-005",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0178,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","N","Field","","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007MS","E365.1","09/14/2018 12:05:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-005MS",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0406,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",0.0178,0.025,0.0406,91,NA,NA,NA,NA,"",75,125,20,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","MS","Lab","18LCB007","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB007MSD","E365.1","09/14/2018 12:06:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-005DMS",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0468,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,0.0178,0.025,0.0468,116,"14",75,125,20,NA,NA,NA,"R1808263","ALSRNY","18LCB007","WA","SD","Lab","18LCB007","08/28/2018 11:23:00","18LCB007",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","D6919-09","09/11/2018 19:05:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.0079,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","SM 2320 B","09/05/2018 01:36:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",11.2,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","E351.2","09/19/2018 13:46:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 17:00:00",NA,NA,"ALSRNY","quant","R1808263-007",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.4,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,4,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,750,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",2.48,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,0.21,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","SM2120B","08/29/2018 13:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",27,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","E353.2","09/13/2018 13:37:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.0025,NA,"TRG","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","SM5910B","08/29/2018 16:21:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.16,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",6.83,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","E365.1","09/14/2018 12:09:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-007",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0079,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","E300.0","09/06/2018 18:46:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808263-007",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",3.1,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","SM5310C","09/10/2018 09:34:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-008",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",6,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB017","E365.1","09/14/2018 10:58:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-008",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB017","WA","N","Field","","08/28/2018 15:12:00","18LCB017",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","SM2120B","08/29/2018 13:30:00","T",NA,"initial","WA","LB",NA,NA,5,"","",NA,NA,"ALSRNY","quant","R1808263-009",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",85,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,5,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","E353.2","09/13/2018 13:38:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.102,NA,"TRG","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","E365.1","09/14/2018 12:54:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-009",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0208,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","E300.0","09/06/2018 18:51:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808263-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",2.8,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB022MS","E200.7","09/07/2018 16:24:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808263-003S",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",525,NA,"SC","Yes","Y","",NA,"",NA,1.7,NA,10,"ug/l","ug/l",NA,1.7,NA,NA,NA,NA,"",22.7,500,525,100,NA,NA,NA,NA,"",70,130,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB022","WA","MS","Lab","18LCB022","08/28/2018 13:05:00","18LCB022",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,5,"","",NA,NA,"ALSRNY","quant","R1808263-009",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.02,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","E365.1","09/14/2018 10:59:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808263-010",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0101,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","E200.8","09/11/2018 18:18:00","T",NA,"initial","WA","LB",NA,NA,1,"E200.0","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808263-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.39,0.39,1,"ug/l","ug/l",NA,0.39,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","SM5910B","08/29/2018 16:21:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-009",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.231,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","SM5310C","09/10/2018 09:55:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-010",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",5.8,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808263","18LCB018","D6919-09","09/11/2018 19:21:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808263-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.0329,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808263","ALSRNY","18LCB018","WA","N","Field","","08/28/2018 15:17:00","18LCB018",NA,NA,NA,NA,NA,"08/29/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
